Data,Hospital,Acronim,Grup_Edat,Genere,Infeccions,Risc_Contagi_Calc
2025-01-21,Hospital Arnau de Vilanova,HAV,65+,Dona,5,12.13
2025-01-21,Hospital Arnau de Vilanova,HAV,65+,Home,4,12.13
2025-01-21,Hospital Josep Trueta,HJT,0-14,Dona,2,5.56
2025-01-21,Hospital Josep Trueta,HJT,0-14,Home,1,5.56
2025-01-21,Hospital Josep Trueta,HJT,15-44,Dona,1,5.56
2025-01-21,Hospital Josep Trueta,HJT,15-44,Home,1,5.56
2025-01-21,Hospital Josep Trueta,HJT,45-64,Dona,2,5.56
2025-01-21,Hospital Josep Trueta,HJT,45-64,Home,5,5.56
2025-01-21,Hospital Josep Trueta,HJT,65+,Dona,3,5.56
2025-01-21,Hospital Josep Trueta,HJT,65+,Home,1,5.56
2025-01-22,Hospital Vall d'Hebron,HVD,0-14,Dona,2,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,0-14,Home,1,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,15-44,Dona,1,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,15-44,Home,2,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,45-64,Dona,0,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,45-64,Home,0,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,65+,Dona,7,1.78
2025-01-22,Hospital Vall d'Hebron,HVD,65+,Home,9,1.78
2025-01-22,Hospital Clínic,HC,0-14,Dona,1,5.56
2025-01-22,Hospital Clínic,HC,0-14,Home,2,5.56
2025-01-22,Hospital Clínic,HC,15-44,Dona,4,5.56
2025-01-22,Hospital Clínic,HC,15-44,Home,1,5.56
2025-01-22,Hospital Clínic,HC,45-64,Dona,6,5.56
2025-01-22,Hospital Clínic,HC,45-64,Home,2,5.56
2025-01-22,Hospital Clínic,HC,65+,Dona,4,5.56
2025-01-22,Hospital Clínic,HC,65+,Home,5,5.56
2025-01-22,Hospital Sant Pau,HSP,0-14,Dona,0,12.13
2025-01-22,Hospital Sant Pau,HSP,0-14,Home,1,12.13
2025-01-22,Hospital Sant Pau,HSP,15-44,Dona,7,12.13
2025-01-22,Hospital Sant Pau,HSP,15-44,Home,1,12.13
2025-01-22,Hospital Sant Pau,HSP,45-64,Dona,4,12.13
2025-01-22,Hospital Sant Pau,HSP,45-64,Home,3,12.13
2025-01-22,Hospital Sant Pau,HSP,65+,Dona,12,12.13
2025-01-22,Hospital Sant Pau,HSP,65+,Home,3,12.13
2025-01-22,Hospital Bellvitge,HB,0-14,Dona,2,18.46
2025-01-22,Hospital Bellvitge,HB,0-14,Home,3,18.46
2025-01-22,Hospital Bellvitge,HB,15-44,Dona,2,18.46
2025-01-22,Hospital Bellvitge,HB,15-44,Home,5,18.46
2025-01-22,Hospital Bellvitge,HB,45-64,Dona,3,18.46
2025-01-22,Hospital Bellvitge,HB,45-64,Home,5,18.46
2025-01-22,Hospital Bellvitge,HB,65+,Dona,6,18.46
2025-01-22,Hospital Bellvitge,HB,65+,Home,2,18.46
2025-01-22,Hospital Can Ruti,HCR,0-14,Dona,0,19.6
2025-01-22,Hospital Can Ruti,HCR,0-14,Home,0,19.6
2025-01-22,Hospital Can Ruti,HCR,15-44,Dona,4,19.6
2025-01-22,Hospital Can Ruti,HCR,15-44,Home,2,19.6
2025-01-22,Hospital Can Ruti,HCR,45-64,Dona,0,19.6
2025-01-22,Hospital Can Ruti,HCR,45-64,Home,8,19.6
2025-01-22,Hospital Can Ruti,HCR,65+,Dona,8,19.6
2025-01-22,Hospital Can Ruti,HCR,65+,Home,6,19.6
2025-01-22,Hospital Arnau de Vilanova,HAV,0-14,Dona,2,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,0-14,Home,1,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,15-44,Dona,2,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,15-44,Home,4,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,45-64,Dona,1,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,45-64,Home,3,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,65+,Dona,6,14.52
2025-01-22,Hospital Arnau de Vilanova,HAV,65+,Home,6,14.52
2025-01-22,Hospital Josep Trueta,HJT,0-14,Dona,0,7.51
2025-01-22,Hospital Josep Trueta,HJT,0-14,Home,1,7.51
2025-01-22,Hospital Josep Trueta,HJT,15-44,Dona,4,7.51
2025-01-22,Hospital Josep Trueta,HJT,15-44,Home,3,7.51
2025-01-22,Hospital Josep Trueta,HJT,45-64,Dona,1,7.51
2025-01-22,Hospital Josep Trueta,HJT,45-64,Home,2,7.51
2025-01-22,Hospital Josep Trueta,HJT,65+,Dona,4,7.51
2025-01-22,Hospital Josep Trueta,HJT,65+,Home,4,7.51
2025-01-23,Hospital Vall d'Hebron,HVD,0-14,Dona,0,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,0-14,Home,2,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,15-44,Dona,2,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,15-44,Home,3,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,45-64,Dona,2,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,45-64,Home,2,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,65+,Dona,10,1.12
2025-01-23,Hospital Vall d'Hebron,HVD,65+,Home,6,1.12
2025-01-23,Hospital Clínic,HC,0-14,Dona,0,3.96
2025-01-23,Hospital Clínic,HC,0-14,Home,1,3.96
2025-01-23,Hospital Clínic,HC,15-44,Dona,1,3.96
2025-01-23,Hospital Clínic,HC,15-44,Home,1,3.96
2025-01-23,Hospital Clínic,HC,45-64,Dona,5,3.96
2025-01-23,Hospital Clínic,HC,45-64,Home,3,3.96
2025-01-23,Hospital Clínic,HC,65+,Dona,8,3.96
2025-01-23,Hospital Clínic,HC,65+,Home,1,3.96
2025-01-23,Hospital Sant Pau,HSP,0-14,Dona,2,9.74
2025-01-23,Hospital Sant Pau,HSP,0-14,Home,1,9.74
2025-01-23,Hospital Sant Pau,HSP,15-44,Dona,4,9.74
2025-01-23,Hospital Sant Pau,HSP,15-44,Home,1,9.74
2025-01-23,Hospital Sant Pau,HSP,45-64,Dona,0,9.74
2025-01-23,Hospital Sant Pau,HSP,45-64,Home,2,9.74
2025-01-23,Hospital Sant Pau,HSP,65+,Dona,6,9.74
2025-01-23,Hospital Sant Pau,HSP,65+,Home,6,9.74
2025-01-23,Hospital Bellvitge,HB,0-14,Dona,4,16.71
2025-01-23,Hospital Bellvitge,HB,0-14,Home,0,16.71
2025-01-23,Hospital Bellvitge,HB,15-44,Dona,2,16.71
2025-01-23,Hospital Bellvitge,HB,15-44,Home,8,16.71
2025-01-23,Hospital Bellvitge,HB,45-64,Dona,7,16.71
2025-01-23,Hospital Bellvitge,HB,45-64,Home,2,16.71
2025-01-23,Hospital Bellvitge,HB,65+,Dona,7,16.71
2025-01-23,Hospital Bellvitge,HB,65+,Home,7,16.71
2025-01-23,Hospital Can Ruti,HCR,0-14,Dona,4,20.0
2025-01-23,Hospital Can Ruti,HCR,0-14,Home,2,20.0
2025-01-23,Hospital Can Ruti,HCR,15-44,Dona,3,20.0
2025-01-23,Hospital Can Ruti,HCR,15-44,Home,5,20.0
2025-01-23,Hospital Can Ruti,HCR,45-64,Dona,8,20.0
2025-01-23,Hospital Can Ruti,HCR,45-64,Home,2,20.0
2025-01-23,Hospital Can Ruti,HCR,65+,Dona,9,20.0
2025-01-23,Hospital Can Ruti,HCR,65+,Home,7,20.0
2025-01-23,Hospital Arnau de Vilanova,HAV,0-14,Dona,3,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,0-14,Home,2,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,15-44,Dona,8,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,15-44,Home,2,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,45-64,Home,3,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,65+,Dona,4,16.71
2025-01-23,Hospital Arnau de Vilanova,HAV,65+,Home,7,16.71
2025-01-23,Hospital Josep Trueta,HJT,0-14,Dona,0,9.74
2025-01-23,Hospital Josep Trueta,HJT,0-14,Home,4,9.74
2025-01-23,Hospital Josep Trueta,HJT,15-44,Dona,3,9.74
2025-01-23,Hospital Josep Trueta,HJT,15-44,Home,4,9.74
2025-01-23,Hospital Josep Trueta,HJT,45-64,Dona,2,9.74
2025-01-23,Hospital Josep Trueta,HJT,45-64,Home,5,9.74
2025-01-23,Hospital Josep Trueta,HJT,65+,Dona,6,9.74
2025-01-23,Hospital Josep Trueta,HJT,65+,Home,9,9.74
2025-01-24,Hospital Vall d'Hebron,HVD,0-14,Dona,0,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,0-14,Home,0,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,15-44,Dona,2,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,15-44,Home,4,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,45-64,Dona,4,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,45-64,Home,1,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,65+,Dona,4,0.68
2025-01-24,Hospital Vall d'Hebron,HVD,65+,Home,5,0.68
2025-01-24,Hospital Clínic,HC,0-14,Dona,2,2.71
2025-01-24,Hospital Clínic,HC,0-14,Home,0,2.71
2025-01-24,Hospital Clínic,HC,15-44,Dona,2,2.71
2025-01-24,Hospital Clínic,HC,15-44,Home,4,2.71
2025-01-24,Hospital Clínic,HC,45-64,Dona,4,2.71
2025-01-24,Hospital Clínic,HC,45-64,Home,2,2.71
2025-01-24,Hospital Clínic,HC,65+,Dona,5,2.71
2025-01-24,Hospital Clínic,HC,65+,Home,9,2.71
2025-01-24,Hospital Sant Pau,HSP,0-14,Dona,1,7.51
2025-01-24,Hospital Sant Pau,HSP,0-14,Home,1,7.51
2025-01-24,Hospital Sant Pau,HSP,15-44,Dona,1,7.51
2025-01-24,Hospital Sant Pau,HSP,15-44,Home,2,7.51
2025-01-24,Hospital Sant Pau,HSP,45-64,Dona,5,7.51
2025-01-24,Hospital Sant Pau,HSP,45-64,Home,2,7.51
2025-01-24,Hospital Sant Pau,HSP,65+,Dona,7,7.51
2025-01-24,Hospital Sant Pau,HSP,65+,Home,2,7.51
2025-01-24,Hospital Bellvitge,HB,0-14,Dona,0,14.52
2025-01-24,Hospital Bellvitge,HB,0-14,Home,1,14.52
2025-01-24,Hospital Bellvitge,HB,15-44,Dona,2,14.52
2025-01-24,Hospital Bellvitge,HB,15-44,Home,7,14.52
2025-01-24,Hospital Bellvitge,HB,45-64,Dona,3,14.52
2025-01-24,Hospital Bellvitge,HB,45-64,Home,3,14.52
2025-01-24,Hospital Bellvitge,HB,65+,Dona,5,14.52
2025-01-24,Hospital Bellvitge,HB,65+,Home,7,14.52
2025-01-24,Hospital Can Ruti,HCR,0-14,Dona,2,19.6
2025-01-24,Hospital Can Ruti,HCR,0-14,Home,2,19.6
2025-01-24,Hospital Can Ruti,HCR,15-44,Dona,6,19.6
2025-01-24,Hospital Can Ruti,HCR,15-44,Home,2,19.6
2025-01-24,Hospital Can Ruti,HCR,45-64,Dona,7,19.6
2025-01-24,Hospital Can Ruti,HCR,45-64,Home,5,19.6
2025-01-24,Hospital Can Ruti,HCR,65+,Dona,4,19.6
2025-01-24,Hospital Can Ruti,HCR,65+,Home,8,19.6
2025-01-24,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,0-14,Home,1,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,15-44,Dona,1,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,15-44,Home,2,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,45-64,Dona,4,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,45-64,Home,2,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,65+,Dona,10,18.46
2025-01-24,Hospital Arnau de Vilanova,HAV,65+,Home,4,18.46
2025-01-24,Hospital Josep Trueta,HJT,0-14,Dona,1,12.13
2025-01-24,Hospital Josep Trueta,HJT,0-14,Home,4,12.13
2025-01-24,Hospital Josep Trueta,HJT,15-44,Dona,5,12.13
2025-01-24,Hospital Josep Trueta,HJT,15-44,Home,2,12.13
2025-01-24,Hospital Josep Trueta,HJT,45-64,Dona,4,12.13
2025-01-24,Hospital Josep Trueta,HJT,45-64,Home,6,12.13
2025-01-24,Hospital Josep Trueta,HJT,65+,Dona,7,12.13
2025-01-24,Hospital Josep Trueta,HJT,65+,Home,6,12.13
2025-01-25,Hospital Vall d'Hebron,HVD,0-14,Dona,2,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,0-14,Home,0,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,15-44,Dona,1,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,15-44,Home,2,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,45-64,Dona,2,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,45-64,Home,1,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,65+,Dona,4,0.4
2025-01-25,Hospital Vall d'Hebron,HVD,65+,Home,4,0.4
2025-01-25,Hospital Clínic,HC,0-14,Dona,1,1.78
2025-01-25,Hospital Clínic,HC,0-14,Home,2,1.78
2025-01-25,Hospital Clínic,HC,15-44,Dona,2,1.78
2025-01-25,Hospital Clínic,HC,15-44,Home,2,1.78
2025-01-25,Hospital Clínic,HC,45-64,Dona,4,1.78
2025-01-25,Hospital Clínic,HC,45-64,Home,3,1.78
2025-01-25,Hospital Clínic,HC,65+,Dona,3,1.78
2025-01-25,Hospital Clínic,HC,65+,Home,9,1.78
2025-01-25,Hospital Sant Pau,HSP,0-14,Dona,1,5.56
2025-01-25,Hospital Sant Pau,HSP,0-14,Home,1,5.56
2025-01-25,Hospital Sant Pau,HSP,15-44,Dona,1,5.56
2025-01-25,Hospital Sant Pau,HSP,15-44,Home,2,5.56
2025-01-25,Hospital Sant Pau,HSP,45-64,Dona,2,5.56
2025-01-25,Hospital Sant Pau,HSP,45-64,Home,4,5.56
2025-01-25,Hospital Sant Pau,HSP,65+,Dona,1,5.56
2025-01-25,Hospital Sant Pau,HSP,65+,Home,2,5.56
2025-01-25,Hospital Bellvitge,HB,0-14,Dona,2,12.13
2025-01-25,Hospital Bellvitge,HB,0-14,Home,3,12.13
2025-01-25,Hospital Bellvitge,HB,15-44,Dona,2,12.13
2025-01-25,Hospital Bellvitge,HB,15-44,Home,2,12.13
2025-01-25,Hospital Bellvitge,HB,45-64,Dona,0,12.13
2025-01-25,Hospital Bellvitge,HB,45-64,Home,1,12.13
2025-01-25,Hospital Bellvitge,HB,65+,Dona,5,12.13
2025-01-25,Hospital Bellvitge,HB,65+,Home,8,12.13
2025-01-25,Hospital Can Ruti,HCR,0-14,Dona,2,18.46
2025-01-25,Hospital Can Ruti,HCR,0-14,Home,1,18.46
2025-01-25,Hospital Can Ruti,HCR,15-44,Dona,5,18.46
2025-01-25,Hospital Can Ruti,HCR,15-44,Home,2,18.46
2025-01-25,Hospital Can Ruti,HCR,45-64,Dona,3,18.46
2025-01-25,Hospital Can Ruti,HCR,45-64,Home,2,18.46
2025-01-25,Hospital Can Ruti,HCR,65+,Dona,7,18.46
2025-01-25,Hospital Can Ruti,HCR,65+,Home,5,18.46
2025-01-25,Hospital Arnau de Vilanova,HAV,0-14,Dona,1,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,0-14,Home,3,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,15-44,Dona,2,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,15-44,Home,7,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,45-64,Dona,7,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,45-64,Home,6,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,65+,Dona,6,19.6
2025-01-25,Hospital Arnau de Vilanova,HAV,65+,Home,6,19.6
2025-01-25,Hospital Josep Trueta,HJT,0-14,Dona,2,14.52
2025-01-25,Hospital Josep Trueta,HJT,0-14,Home,1,14.52
2025-01-25,Hospital Josep Trueta,HJT,15-44,Dona,4,14.52
2025-01-25,Hospital Josep Trueta,HJT,15-44,Home,2,14.52
2025-01-25,Hospital Josep Trueta,HJT,45-64,Dona,4,14.52
2025-01-25,Hospital Josep Trueta,HJT,45-64,Home,1,14.52
2025-01-25,Hospital Josep Trueta,HJT,65+,Dona,9,14.52
2025-01-25,Hospital Josep Trueta,HJT,65+,Home,9,14.52
2025-01-26,Hospital Vall d'Hebron,HVD,0-14,Dona,3,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,0-14,Home,2,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,15-44,Dona,2,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,15-44,Home,1,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,45-64,Dona,3,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,45-64,Home,0,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,65+,Dona,2,0.22
2025-01-26,Hospital Vall d'Hebron,HVD,65+,Home,2,0.22
2025-01-26,Hospital Clínic,HC,0-14,Dona,0,1.12
2025-01-26,Hospital Clínic,HC,0-14,Home,1,1.12
2025-01-26,Hospital Clínic,HC,15-44,Dona,2,1.12
2025-01-26,Hospital Clínic,HC,15-44,Home,3,1.12
2025-01-26,Hospital Clínic,HC,45-64,Dona,5,1.12
2025-01-26,Hospital Clínic,HC,45-64,Home,1,1.12
2025-01-26,Hospital Clínic,HC,65+,Dona,5,1.12
2025-01-26,Hospital Clínic,HC,65+,Home,6,1.12
2025-01-26,Hospital Sant Pau,HSP,0-14,Dona,1,3.96
2025-01-26,Hospital Sant Pau,HSP,0-14,Home,1,3.96
2025-01-26,Hospital Sant Pau,HSP,15-44,Dona,0,3.96
2025-01-26,Hospital Sant Pau,HSP,15-44,Home,2,3.96
2025-01-26,Hospital Sant Pau,HSP,45-64,Dona,0,3.96
2025-01-26,Hospital Sant Pau,HSP,45-64,Home,0,3.96
2025-01-26,Hospital Sant Pau,HSP,65+,Dona,1,3.96
2025-01-26,Hospital Sant Pau,HSP,65+,Home,3,3.96
2025-01-26,Hospital Bellvitge,HB,0-14,Dona,2,9.74
2025-01-26,Hospital Bellvitge,HB,0-14,Home,1,9.74
2025-01-26,Hospital Bellvitge,HB,15-44,Dona,1,9.74
2025-01-26,Hospital Bellvitge,HB,15-44,Home,3,9.74
2025-01-26,Hospital Bellvitge,HB,45-64,Dona,4,9.74
2025-01-26,Hospital Bellvitge,HB,45-64,Home,3,9.74
2025-01-26,Hospital Bellvitge,HB,65+,Dona,4,9.74
2025-01-26,Hospital Bellvitge,HB,65+,Home,5,9.74
2025-01-26,Hospital Can Ruti,HCR,0-14,Dona,0,16.71
2025-01-26,Hospital Can Ruti,HCR,0-14,Home,0,16.71
2025-01-26,Hospital Can Ruti,HCR,15-44,Dona,3,16.71
2025-01-26,Hospital Can Ruti,HCR,15-44,Home,4,16.71
2025-01-26,Hospital Can Ruti,HCR,45-64,Dona,5,16.71
2025-01-26,Hospital Can Ruti,HCR,45-64,Home,3,16.71
2025-01-26,Hospital Can Ruti,HCR,65+,Dona,7,16.71
2025-01-26,Hospital Can Ruti,HCR,65+,Home,7,16.71
2025-01-26,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,0-14,Home,1,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,15-44,Dona,1,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,15-44,Home,5,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,45-64,Home,2,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,65+,Dona,9,20.0
2025-01-26,Hospital Arnau de Vilanova,HAV,65+,Home,4,20.0
2025-01-26,Hospital Josep Trueta,HJT,0-14,Dona,4,16.71
2025-01-26,Hospital Josep Trueta,HJT,0-14,Home,1,16.71
2025-01-26,Hospital Josep Trueta,HJT,15-44,Dona,4,16.71
2025-01-26,Hospital Josep Trueta,HJT,15-44,Home,3,16.71
2025-01-26,Hospital Josep Trueta,HJT,45-64,Dona,1,16.71
2025-01-26,Hospital Josep Trueta,HJT,45-64,Home,3,16.71
2025-01-26,Hospital Josep Trueta,HJT,65+,Dona,9,16.71
2025-01-26,Hospital Josep Trueta,HJT,65+,Home,7,16.71
2025-01-27,Hospital Vall d'Hebron,HVD,0-14,Dona,1,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,0-14,Home,0,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,15-44,Dona,1,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,15-44,Home,0,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,45-64,Dona,3,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,45-64,Home,0,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,65+,Dona,5,0.12
2025-01-27,Hospital Vall d'Hebron,HVD,65+,Home,3,0.12
2025-01-27,Hospital Clínic,HC,0-14,Dona,0,0.68
2025-01-27,Hospital Clínic,HC,0-14,Home,0,0.68
2025-01-27,Hospital Clínic,HC,15-44,Dona,1,0.68
2025-01-27,Hospital Clínic,HC,15-44,Home,0,0.68
2025-01-27,Hospital Clínic,HC,45-64,Dona,4,0.68
2025-01-27,Hospital Clínic,HC,45-64,Home,0,0.68
2025-01-27,Hospital Clínic,HC,65+,Dona,4,0.68
2025-01-27,Hospital Clínic,HC,65+,Home,1,0.68
2025-01-27,Hospital Sant Pau,HSP,0-14,Dona,1,2.71
2025-01-27,Hospital Sant Pau,HSP,0-14,Home,1,2.71
2025-01-27,Hospital Sant Pau,HSP,15-44,Dona,2,2.71
2025-01-27,Hospital Sant Pau,HSP,15-44,Home,1,2.71
2025-01-27,Hospital Sant Pau,HSP,45-64,Dona,1,2.71
2025-01-27,Hospital Sant Pau,HSP,45-64,Home,1,2.71
2025-01-27,Hospital Sant Pau,HSP,65+,Dona,2,2.71
2025-01-27,Hospital Sant Pau,HSP,65+,Home,2,2.71
2025-01-27,Hospital Bellvitge,HB,0-14,Dona,0,7.51
2025-01-27,Hospital Bellvitge,HB,0-14,Home,0,7.51
2025-01-27,Hospital Bellvitge,HB,15-44,Dona,0,7.51
2025-01-27,Hospital Bellvitge,HB,15-44,Home,0,7.51
2025-01-27,Hospital Bellvitge,HB,45-64,Dona,1,7.51
2025-01-27,Hospital Bellvitge,HB,45-64,Home,0,7.51
2025-01-27,Hospital Bellvitge,HB,65+,Dona,2,7.51
2025-01-27,Hospital Bellvitge,HB,65+,Home,4,7.51
2025-01-27,Hospital Can Ruti,HCR,0-14,Dona,0,14.52
2025-01-27,Hospital Can Ruti,HCR,0-14,Home,1,14.52
2025-01-27,Hospital Can Ruti,HCR,15-44,Dona,1,14.52
2025-01-27,Hospital Can Ruti,HCR,15-44,Home,3,14.52
2025-01-27,Hospital Can Ruti,HCR,45-64,Dona,3,14.52
2025-01-27,Hospital Can Ruti,HCR,45-64,Home,4,14.52
2025-01-27,Hospital Can Ruti,HCR,65+,Dona,8,14.52
2025-01-27,Hospital Can Ruti,HCR,65+,Home,3,14.52
2025-01-27,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,0-14,Home,3,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,15-44,Dona,6,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,15-44,Home,1,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,45-64,Dona,2,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,45-64,Home,10,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,65+,Dona,5,19.6
2025-01-27,Hospital Arnau de Vilanova,HAV,65+,Home,9,19.6
2025-01-27,Hospital Josep Trueta,HJT,0-14,Dona,0,18.46
2025-01-27,Hospital Josep Trueta,HJT,0-14,Home,1,18.46
2025-01-27,Hospital Josep Trueta,HJT,15-44,Dona,2,18.46
2025-01-27,Hospital Josep Trueta,HJT,15-44,Home,3,18.46
2025-01-27,Hospital Josep Trueta,HJT,45-64,Dona,3,18.46
2025-01-27,Hospital Josep Trueta,HJT,45-64,Home,5,18.46
2025-01-27,Hospital Josep Trueta,HJT,65+,Dona,5,18.46
2025-01-27,Hospital Josep Trueta,HJT,65+,Home,7,18.46
2025-01-28,Hospital Vall d'Hebron,HVD,0-14,Dona,1,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,0-14,Home,1,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,15-44,Dona,3,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,15-44,Home,3,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,45-64,Dona,1,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,45-64,Home,1,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,65+,Dona,6,0.06
2025-01-28,Hospital Vall d'Hebron,HVD,65+,Home,1,0.06
2025-01-28,Hospital Clínic,HC,0-14,Dona,2,0.4
2025-01-28,Hospital Clínic,HC,0-14,Home,1,0.4
2025-01-28,Hospital Clínic,HC,15-44,Dona,1,0.4
2025-01-28,Hospital Clínic,HC,15-44,Home,4,0.4
2025-01-28,Hospital Clínic,HC,45-64,Dona,2,0.4
2025-01-28,Hospital Clínic,HC,45-64,Home,1,0.4
2025-01-28,Hospital Clínic,HC,65+,Dona,3,0.4
2025-01-28,Hospital Clínic,HC,65+,Home,5,0.4
2025-01-28,Hospital Sant Pau,HSP,0-14,Dona,0,1.78
2025-01-28,Hospital Sant Pau,HSP,0-14,Home,1,1.78
2025-01-28,Hospital Sant Pau,HSP,15-44,Dona,0,1.78
2025-01-28,Hospital Sant Pau,HSP,15-44,Home,1,1.78
2025-01-28,Hospital Sant Pau,HSP,45-64,Dona,0,1.78
2025-01-28,Hospital Sant Pau,HSP,45-64,Home,1,1.78
2025-01-28,Hospital Sant Pau,HSP,65+,Dona,0,1.78
2025-01-28,Hospital Sant Pau,HSP,65+,Home,4,1.78
2025-01-28,Hospital Bellvitge,HB,0-14,Dona,0,5.56
2025-01-28,Hospital Bellvitge,HB,0-14,Home,0,5.56
2025-01-28,Hospital Bellvitge,HB,15-44,Dona,0,5.56
2025-01-28,Hospital Bellvitge,HB,15-44,Home,3,5.56
2025-01-28,Hospital Bellvitge,HB,45-64,Dona,2,5.56
2025-01-28,Hospital Bellvitge,HB,45-64,Home,0,5.56
2025-01-28,Hospital Bellvitge,HB,65+,Dona,3,5.56
2025-01-28,Hospital Bellvitge,HB,65+,Home,0,5.56
2025-01-28,Hospital Can Ruti,HCR,0-14,Dona,2,12.13
2025-01-28,Hospital Can Ruti,HCR,0-14,Home,3,12.13
2025-01-28,Hospital Can Ruti,HCR,15-44,Dona,2,12.13
2025-01-28,Hospital Can Ruti,HCR,15-44,Home,1,12.13
2025-01-28,Hospital Can Ruti,HCR,45-64,Dona,5,12.13
2025-01-28,Hospital Can Ruti,HCR,45-64,Home,5,12.13
2025-01-28,Hospital Can Ruti,HCR,65+,Dona,3,12.13
2025-01-28,Hospital Can Ruti,HCR,65+,Home,8,12.13
2025-01-28,Hospital Arnau de Vilanova,HAV,0-14,Dona,0,18.46
2025-01-28,Hospital Arnau de Vilanova,HAV,0-14,Home,2,18.46
2025-01-28,Hospital Arnau de Vilanova,HAV,15-44,Dona,3,18.46
